root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,waist_yaw,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,l_wrist,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow,r_wrist
0.93554,-1.815856,0.468553,0.039643,0.058368,-0.73815,0.670937,-0.396037,0.235014,0.26527,0.460875,-0.182895,0.0,-0.308243,0.050953,-0.388897,0.383976,-0.338689,0.0,-0.063654,-0.074676,1.791381,0.376134,-0.566384,-0.001865,-0.426562,-1.560422,-0.275784,-0.671458,0.289133
0.935697,-1.816029,0.468488,0.039817,0.057594,-0.738229,0.670906,-0.394743,0.233358,0.266115,0.461041,-0.183275,0.0,-0.308794,0.048637,-0.388554,0.387221,-0.340154,0.0,-0.063821,-0.072761,1.791524,0.375393,-0.565008,0.000284,-0.425935,-1.561659,-0.275608,-0.671715,0.289234
0.935923,-1.816225,0.468426,0.040014,0.056779,-0.73834,0.670842,-0.393337,0.231491,0.267015,0.461339,-0.183945,0.0,-0.309435,0.046086,-0.388063,0.390727,-0.341731,0.0,-0.063923,-0.071065,1.792043,0.374196,-0.562601,0.003809,-0.425549,-1.56299,-0.275566,-0.67172,0.288907
0.9362,-1.816436,0.468379,0.040204,0.055962,-0.73843,0.670801,-0.391837,0.229491,0.267864,0.461598,-0.184746,0.0,-0.309964,0.043479,-0.387571,0.394036,-0.343214,0.0,-0.064252,-0.069654,1.793068,0.372506,-0.5592,0.007556,-0.425684,-1.564362,-0.275379,-0.67135,0.288955
0.936518,-1.816685,0.468348,0.040312,0.055092,-0.738447,0.670847,-0.390036,0.227375,0.268541,0.461703,-0.185591,0.0,-0.309921,0.040921,-0.387189,0.396745,-0.344489,0.0,-0.064812,-0.068413,1.794734,0.370581,-0.555686,0.010911,-0.425979,-1.565633,-0.274973,-0.670737,0.288854
0.93686,-1.816958,0.468333,0.040295,0.054255,-0.738327,0.671048,-0.388105,0.225323,0.268875,0.46168,-0.186426,0.0,-0.30933,0.038601,-0.387112,0.39876,-0.345499,0.0,-0.065632,-0.0677,1.796401,0.36891,-0.553479,0.013724,-0.426107,-1.567162,-0.274597,-0.669509,0.288714
0.937239,-1.817244,0.468318,0.040225,0.053492,-0.738191,0.671263,-0.386331,0.22338,0.26904,0.462033,-0.187497,0.0,-0.308518,0.036482,-0.387072,0.400293,-0.346244,0.0,-0.066273,-0.06829,1.797892,0.368124,-0.55249,0.015685,-0.426009,-1.568855,-0.274321,-0.667931,0.2879
0.937657,-1.817539,0.468286,0.04013,0.052726,-0.738042,0.671494,-0.384729,0.221434,0.269097,0.462824,-0.18882,0.0,-0.307695,0.034293,-0.387084,0.401897,-0.346942,0.0,-0.066836,-0.069281,1.799229,0.368112,-0.552876,0.015466,-0.426384,-1.570843,-0.27395,-0.665984,0.287115
0.938086,-1.817839,0.468226,0.040048,0.051949,-0.737944,0.671666,-0.383405,0.219607,0.269299,0.464215,-0.19042,0.0,-0.306912,0.032018,-0.387109,0.4037,-0.34775,0.0,-0.067038,-0.070141,1.800439,0.368551,-0.553422,0.013634,-0.427077,-1.573202,-0.273416,-0.663952,0.286845
0.938529,-1.818166,0.46815,0.039964,0.051172,-0.737968,0.671705,-0.382155,0.21793,0.269771,0.466024,-0.192287,0.0,-0.306228,0.029734,-0.386904,0.405832,-0.348745,0.0,-0.066977,-0.071816,1.800907,0.368938,-0.554146,0.011611,-0.428022,-1.575917,-0.273441,-0.66206,0.286462
0.938975,-1.818511,0.468073,0.039818,0.050394,-0.738017,0.671718,-0.380849,0.216395,0.270296,0.468044,-0.194309,0.0,-0.305514,0.027498,-0.386602,0.408199,-0.349909,0.0,-0.06692,-0.073815,1.800961,0.369168,-0.554954,0.009678,-0.428787,-1.578258,-0.273568,-0.660549,0.286442
0.939411,-1.818888,0.468005,0.039571,0.049554,-0.737995,0.67182,-0.379331,0.214889,0.270676,0.470099,-0.196365,0.0,-0.304481,0.025258,-0.386464,0.410568,-0.351185,0.0,-0.067167,-0.074785,1.801288,0.369208,-0.55481,0.00888,-0.42936,-1.579724,-0.273317,-0.659393,0.286398
0.939841,-1.819306,0.467946,0.039214,0.048597,-0.737926,0.671986,-0.377414,0.213296,0.270942,0.472105,-0.198486,0.0,-0.303047,0.022941,-0.386456,0.412945,-0.352545,0.0,-0.067811,-0.074902,1.80141,0.369193,-0.554528,0.009681,-0.429648,-1.580587,-0.272889,-0.658901,0.285813
0.940289,-1.819749,0.467908,0.03885,0.047572,-0.737947,0.672058,-0.374991,0.211533,0.271424,0.473749,-0.200669,0.0,-0.301522,0.020534,-0.386225,0.415353,-0.35392,0.0,-0.068413,-0.074289,1.801341,0.369083,-0.554318,0.011308,-0.429477,-1.580768,-0.272368,-0.658857,0.28388
